125083,,,
125083,,141462.184,AV
128365,,30653.90792,SD
128729,,,
124718,,,
124353,,,
125082,,,
128729,,,
128364,,,
125083,,,
237766,,,
125082,,,
128000,,,
125083,,,
124718,,,
124354,,,
125083,,,
124718,,,
125082,,,
125447,,,
125083,,,
124718,,,
125082,,,
124718,,,
124353,,,
124718,,,
125083,,,
141493,,,
128364,,,
155715,,,
125083,,,
125082,,,
124718,,,
124718,,,
125082,,,
124718,,,
144411,,,
126541,,,
163373,,,
124718,,,
226826,,,
124717,,,
128365,,,
128729,,,
130188,,,
125083,,,
125083,,,
124718,,,
124718,,,
124718,,,
124353,,,
124718,,,
124718,,,
125082,,,
124718,,,
125083,,,
125448,,,
227556,,,
124718,,,
124354,,,
124353,,,
124718,,,
125083,,,
125083,,,
125447,,,
125083,,,
123988,,,
124718,,,
124718,,,
125083,,,
124718,,,
124718,,,
124717,,,
125083,,,
128730,,,
124718,,,
124718,,,
124718,,,
146234,,,
124354,,,
125082,,,
125448,,,
226826,,,
128365,,,
128000,,,
128364,,,
158268,,,
132011,,,
128000,,,
132376,,,
197287,,,
143316,,,
129459,,,
159727,,,
136752,,,
176137,,,
148422,,,
153891,,,
146963,,,
184524,,,
251259,,,
146598,,,
128729,,,
128729,,,
128365,,,
128364,,,
164103,,,
142587,,,
128729,,,
128364,,,
128000,,,
128364,,,
142222,,,
149515,,,
128729,,,
128730,,,
125083,,,
129094,,,
235579,,,
156079,,,
129094,,,
148057,,,
129094,,,
132376,,,
128729,,,
150610,,,
128000,,,
128365,,,
136023,,,
180148,,,
212239,,,
129824,,,
130188,,,
178689,,,
128000,,,
125083,,,
125447,,,
124718,,,
125083,,,
131647,,,
125083,,,
125447,,,
124718,,,
125083,,,
125082,,,
126906,,,
128364,,,
128730,,,
128729,,,
129823,,,
125082,,,
124718,,,
125447,,,
125083,,,
123988,,,
125082,,,
124718,,,
125448,,,
126541,,,
124717,,,
124718,,,
165197,,,
131647,,,
124718,,,
129094,,,
124354,,,
125082,,,
125083,,,
124718,,,
125082,,,
124718,,,
124718,,,
128000,,,
210051,,,
164102,,,
161550,,,
144411,,,
143316,,,
128729,,,
129094,,,
161549,,,
132012,,,
149880,,,
130553,,,
128729,,,
128365,,,
128364,,,
146233,,,
132376,,,
132376,,,
128730,,,
129094,,,
129823,,,
128365,,,
142951,,,
131647,,,
129458,,,
137116,,,
161550,,,
128364,,,
142222,,,
128364,,,
128729,,,
128364,,,
157903,,,
138940,,,
159726,,,
277151,,,
128729,,,
128729,,,
158998,,,
150610,,,
157903,,,
128365,,,
128729,,,
138940,,,
125083,,,
163009,,,
158268,,,
163373,,,
128365,,,
128365,,,
128729,,,
128365,,,
128364,,,
128364,,,
124718,,,
143681,,,
125083,,,
132011,,,
128730,,,
128365,,,
163009,,,
163373,,,
164102,,,
185253,,,
129458,,,
128730,,,
128364,,,
133834,,,
124353,,,
127635,,,
128364,,,
124718,,,
125083,,,
236308,,,
124718,,,
198746,,,
124718,,,
256729,,,
124718,,,
124353,,,
125082,,,
162644,,,
125082,,,
124718,,,
124718,,,
125447,,,
125083,,,
125083,,,
133105,,,
176866,,,
128730,,,
125082,,,
143316,,,
128365,,,
128364,,,
145139,,,
126541,,,
126541,,,
254541,,,
128000,,,
128000,,,
124718,,,
147692,,,
124353,,,
140398,,,
124354,,,
125083,,,
125083,,,
124718,,,
124718,,,
144046,,,
125083,,,
125082,,,
164832,,,
124353,,,
125083,,,
125082,,,
125082,,,
125082,,,
124718,,,
124717,,,
189629,,,
138575,,,
125447,,,
124718,,,
223544,,,
124718,,,
124717,,,
124718,,,
128365,,,
374883,,,
133470,,,
140763,,,
129094,,,
136022,,,
157538,,,
164832,,,
130918,,,
133106,,,
190359,,,
219898,,,
128729,,,
128365,,,
128365,,,
128730,,,
128365,,,
212604,,,
127635,,,
144046,,,
133105,,,
